O_REL,O_RF,O_NPC,O_PFC,O_WCC
0.960000,0.025333,0.000000,0.002587,0.133819,0.960000,0.276667,0.000000,0.023971,0.212694,0.960000,0.023333,0.000000,0.021619,0.204759
0.980000,0.172222,0.000000,0.125187,0.147130,0.980000,0.208222,0.000000,0.083872,0.504469,0.980000,0.137778,0.000000,0.088074,0.188348
0.980000,0.168667,0.000000,0.106884,0.153616,0.980000,0.243111,11.054512,0.192481,0.140889,0.970000,0.057778,0.000000,0.046391,0.141127
0.970000,0.168667,0.000000,0.003578,0.214292,0.970000,0.276667,0.000000,0.020736,0.253771,0.980000,0.071333,0.000000,0.012862,0.221010
0.950000,0.044667,0.000000,0.049873,0.079073,0.950000,0.040222,8.308470,0.048426,0.117477,0.970000,0.038667,0.000000,0.045597,0.117028
0.980000,0.132889,0.000000,0.116347,0.158125,0.980000,0.276222,3.734381,0.261301,0.163723,0.980000,0.057778,0.000000,0.089392,0.138239
0.930000,0.012889,0.000000,0.025160,0.167351,0.930000,0.018222,16.346951,0.022006,0.112048,0.950000,0.012444,0.000000,0.022821,0.057484
0.980000,0.167556,0.000000,0.064566,0.196787,0.970000,0.191556,3.908709,0.072255,0.187338,0.980000,0.064000,0.000000,0.030954,0.192095
0.980000,0.082889,51.808831,0.232811,0.022765,0.980000,0.188000,11.645195,0.361273,0.002456,0.980000,0.040222,0.000000,0.219482,0.000000
0.980000,0.134444,0.000000,0.155915,0.075287,0.970000,0.188667,6.817171,0.238562,0.109274,0.970000,0.040000,0.000000,0.090005,0.054049
0.960000,0.032667,0.000000,0.023548,0.164157,0.960000,0.122222,30.933041,0.019664,0.335198,0.970000,0.050000,0.000000,0.016306,0.375337
0.980000,0.133556,0.000000,0.170353,0.066649,0.970000,0.189556,6.340314,0.326804,0.030115,0.970000,0.025111,0.000000,0.095803,0.026373
0.980000,0.132889,0.000000,0.117007,0.133165,0.980000,0.276444,0.227875,0.098300,0.285026,0.980000,0.057778,0.000000,0.044889,0.181230
0.980000,0.166667,17.287645,0.192260,0.129925,0.980000,0.130667,7.321743,0.301435,0.090404,0.980000,0.079333,0.000000,0.074107,0.137538
