Realization	utility	week	infra.
0	0	887	29
1	0	887	29
2	0	1408	29
3	0	1565	29
4	0	1304	30
5	0	1200	29
6	0	1408	29
7	0	1408	29
8	0	1252	29
10	0	887	29
13	0	2191	29
14	0	887	29
15	0	1200	29
16	0	1252	29
17	0	887	29
18	0	1200	29
19	0	2295	29
20	0	1200	29
21	0	887	29
22	0	1617	29
23	0	887	29
24	0	1200	29
25	0	2295	29
26	0	1304	29
27	0	1200	29
28	0	1304	29
29	0	1982	29
30	0	1669	29
31	0	1356	29
32	0	1513	29
33	0	1617	29
34	0	1356	29
35	0	1200	29
36	0	1252	29
37	0	2087	29
38	0	1252	29
39	0	1356	29
40	0	887	29
40	0	2035	30
41	0	1304	29
42	0	1304	29
43	0	1252	29
45	0	1252	29
46	0	1252	29
47	0	1565	29
49	0	1356	29
51	0	2139	29
53	0	1252	29
53	0	2191	30
55	0	1408	29
56	0	1930	29
57	0	887	29
58	0	1408	29
59	0	1200	29
61	0	1356	29
62	0	1304	29
63	0	1252	29
65	0	1408	29
66	0	1722	29
67	0	1304	29
69	0	1408	29
71	0	1513	29
74	0	2139	29
75	0	1200	29
76	0	1878	29
79	0	1513	29
80	0	1252	29
81	0	1408	29
82	0	1982	29
83	0	1669	29
84	0	1356	29
86	0	1930	29
87	0	887	29
87	0	2035	30
88	0	1252	29
89	0	1408	29
90	0	1826	29
92	0	887	29
93	0	2087	29
95	0	2087	29
96	0	1565	29
98	0	2139	29
99	0	1878	29
101	0	1461	29
102	0	1356	29
103	0	1722	29
104	0	1356	29
106	0	1304	29
106	0	2243	30
107	0	574	29
108	0	1252	29
109	0	1930	29
110	0	1200	29
111	0	2035	29
112	0	1826	29
113	0	887	29
114	0	1200	29
115	0	1982	29
116	0	1930	29
117	0	1878	29
118	0	1617	29
119	0	1722	29
120	0	1617	29
122	0	887	29
124	0	887	29
125	0	1304	30
126	0	887	29
127	0	887	29
128	0	887	29
129	0	1774	29
130	0	1356	29
131	0	1252	29
132	0	887	29
133	0	1408	29
134	0	1565	29
135	0	1252	29
136	0	574	29
136	0	1722	30
137	0	1304	29
138	0	887	29
138	0	2035	30
139	0	1200	30
141	0	887	29
141	0	1774	30
142	0	1982	29
143	0	1722	29
145	0	1565	29
146	0	1356	29
147	0	1408	29
148	0	1930	29
149	0	887	29
150	0	1304	29
151	0	1878	29
152	0	1408	29
153	0	1826	29
154	0	1252	29
155	0	887	29
156	0	887	29
158	0	1356	29
159	0	887	29
159	0	2295	30
160	0	1304	29
162	0	1408	29
163	0	2243	29
164	0	1252	29
165	0	1304	29
166	0	2295	29
167	0	2087	29
169	0	887	29
170	0	887	29
171	0	2139	29
172	0	1408	29
173	0	1930	29
174	0	1408	29
175	0	1200	29
176	0	1200	29
179	0	1356	29
181	0	887	29
183	0	1200	29
185	0	1356	29
187	0	1356	29
188	0	2139	29
189	0	1304	29
190	0	1669	29
191	0	1200	29
192	0	1200	29
193	0	1200	29
196	0	887	29
196	0	1722	30
198	0	1304	29
199	0	887	29
200	0	1565	29
201	0	2295	29
202	0	1461	29
203	0	1356	29
204	0	1304	29
205	0	1774	29
206	0	887	29
206	0	1722	30
207	0	1200	29
208	0	1304	29
210	0	1408	29
212	0	1513	29
213	0	2243	29
215	0	1617	29
217	0	1513	29
218	0	1304	29
221	0	1356	29
222	0	2295	29
224	0	1513	29
225	0	887	29
225	0	2087	30
226	0	1304	29
227	0	2087	29
228	0	1200	29
229	0	1304	29
230	0	887	29
231	0	887	29
232	0	1200	29
233	0	1669	29
235	0	2139	29
236	0	2139	29
239	0	1930	29
240	0	1200	29
241	0	1304	29
242	0	1252	29
243	0	887	29
243	0	1930	30
244	0	887	29
245	0	1722	29
248	0	887	29
249	0	887	29
250	0	887	29
250	0	2191	30
251	0	1408	29
253	0	2035	29
255	0	1722	29
256	0	1356	29
257	0	1565	29
258	0	887	29
259	0	887	29
260	0	1252	29
262	0	1356	29
264	0	1304	29
265	0	1304	29
266	0	1408	29
267	0	887	29
268	0	1408	29
269	0	1252	29
270	0	2087	29
271	0	1200	29
272	0	1200	29
272	0	1982	30
274	0	1774	29
277	0	2139	29
279	0	1826	29
280	0	2035	29
282	0	2243	29
283	0	1565	29
284	0	887	29
284	0	1774	30
285	0	1513	29
286	0	1200	29
286	0	2087	30
287	0	1774	29
288	0	1304	29
292	0	2139	29
293	0	574	29
293	0	2087	30
294	0	1252	29
295	0	1826	29
296	0	1200	29
298	0	1408	29
299	0	887	29
300	0	2139	29
301	0	887	29
302	0	1356	29
303	0	887	29
303	0	1774	30
304	0	887	29
306	0	887	29
307	0	2139	29
308	0	1982	29
309	0	887	29
309	0	1878	30
310	0	1356	29
310	0	2191	30
312	0	1826	29
314	0	1930	29
315	0	1252	29
317	0	1669	29
320	0	1722	29
321	0	887	29
322	0	1252	29
324	0	1826	29
325	0	1826	29
326	0	887	29
327	0	1513	29
328	0	2087	29
329	0	2243	29
330	0	1304	29
331	0	1200	29
332	0	1200	29
333	0	887	29
334	0	1774	29
335	0	887	29
336	0	1252	29
337	0	2035	29
338	0	2295	29
339	0	1200	29
340	0	1513	29
341	0	1565	29
342	0	1200	29
343	0	887	30
345	0	1200	29
346	0	1408	29
347	0	1252	29
348	0	1252	29
349	0	1200	29
351	0	1408	29
352	0	1252	29
353	0	1200	29
354	0	887	29
354	0	1774	30
355	0	1304	29
356	0	1513	29
357	0	1408	29
358	0	1461	29
360	0	2087	29
361	0	1408	29
364	0	1200	29
366	0	1356	29
367	0	1356	29
368	0	887	29
368	0	1826	30
369	0	1304	29
371	0	1252	29
372	0	1461	29
374	0	2035	29
375	0	1774	29
376	0	1200	29
377	0	1722	29
378	0	1565	29
379	0	1304	29
380	0	2139	29
381	0	2035	29
382	0	1252	29
384	0	1356	29
385	0	1722	29
386	0	1408	29
387	0	1356	30
389	0	887	29
390	0	887	29
391	0	1304	29
392	0	2087	29
393	0	887	29
394	0	1617	29
396	0	887	29
396	0	1722	30
397	0	1617	29
398	0	1200	29
399	0	887	29
400	0	1356	29
402	0	1200	29
404	0	1669	29
405	0	1774	29
406	0	1304	29
407	0	1513	29
410	0	2035	29
411	0	887	29
411	0	1826	30
412	0	887	29
412	0	1722	30
413	0	887	29
413	0	1722	30
414	0	1200	29
415	0	1304	29
416	0	2139	29
417	0	1356	29
418	0	1408	30
419	0	1304	29
420	0	1461	29
422	0	2295	29
423	0	1408	29
424	0	1095	30
425	0	1200	29
426	0	1408	29
426	0	2295	30
428	0	1200	29
429	0	1252	29
430	0	1304	29
431	0	574	29
432	0	1304	30
433	0	1304	29
434	0	1200	29
434	0	1878	30
435	0	887	29
436	0	887	29
437	0	1200	29
438	0	1304	29
439	0	2035	29
440	0	1513	29
442	0	1408	29
445	0	887	29
446	0	2087	29
447	0	2191	29
451	0	1304	29
452	0	1356	29
453	0	887	29
453	0	1774	30
455	0	1513	29
456	0	1722	29
457	0	1461	29
460	0	1200	29
461	0	1200	29
462	0	1408	29
463	0	1356	29
464	0	1461	29
465	0	1252	29
466	0	887	29
467	0	1200	29
468	0	887	29
469	0	574	29
471	0	2035	29
472	0	1252	29
473	0	1356	29
474	0	1252	29
475	0	2035	29
478	0	2035	29
480	0	1982	29
